"model","case","R_setting","Var_a_setting","MSPE_mean.BLM","MSPE_MCSE.BLM","selected_K_mean.BLM","group_ARI_mean.BLM","convergence_rate.BLM","MSPE_mean.CIRG","MSPE_MCSE.CIRG","selected_K_mean.CIRG","group_ARI_mean.CIRG","convergence_rate.CIRG","MSPE_mean.CPF","MSPE_MCSE.CPF","selected_K_mean.CPF","group_ARI_mean.CPF","convergence_rate.CPF","MSPE_mean.KM","MSPE_MCSE.KM","selected_K_mean.KM","group_ARI_mean.KM","convergence_rate.KM","MSPE_mean.LM","MSPE_MCSE.LM","selected_K_mean.LM","group_ARI_mean.LM","convergence_rate.LM","MSPE_mean.OBS","MSPE_MCSE.OBS","selected_K_mean.OBS","group_ARI_mean.OBS","convergence_rate.OBS","MSPE_mean.ORACLE","MSPE_MCSE.ORACLE","selected_K_mean.ORACLE","group_ARI_mean.ORACLE","convergence_rate.ORACLE","CIRG_minus_OBS","CIRG_pct_over_OBS","CIRG_minus_KM","CIRG_pct_over_KM","CIRG_minus_CPF","CIRG_pct_over_CPF","CIRG_minus_ORACLE","CIRG_pct_over_ORACLE"
"RI",1,10,0.5,9.22732142908481,0.0371791946806173,6,0.404854712628518,1,10.582214533923,0.0720897408897661,3.62,3.54577141555138e-05,1,9.22527517164524,0.0372078918453405,9.38,0.553461824817184,1,9.46283674933653,0.0483838713015387,2,7.58728112981664e-05,1,9.4628369869807,0.0483828565700568,1,NA,1,9.22521672489091,0.0372019550855437,10,0.574747545000269,1,9.03875028399534,0.0320347348471533,10,1,1,1.35699780903209,14.7096577728166,1.11937778458647,11.8291989414797,1.35693936227776,14.7089310294878,1.54346424992766,17.0760802260533
"RI",1,10,2.25,9.89272572421461,0.0711506998563096,6,0.398232206163362,1,12.2765389936062,0.170371614049307,3.64,9.03621969813429e-05,1,9.88688641395194,0.0706523900845106,9.32,0.558312195235243,1,10.9852939059542,0.142068141618071,2,7.58728112981664e-05,1,10.985290480817,0.142068382732352,1,NA,1,9.88687578380326,0.0706693239272016,10,0.574747545000269,1,9.03874649446523,0.0320993264512902,10,1,1,2.38966320980294,24.1700539387549,1.291245087652,11.7543062452988,2.38965257965426,24.1699204340214,3.23779249914097,35.8212557584572
"RI",1,20,0.5,9.25371931211082,0.0333118739103075,7,0.258998968733212,1,10.6300880896416,0.0689060782181361,3.68,-2.10750939444491e-05,1,9.251451201657,0.0332256113994771,14.04,0.45485643641646,1,9.49822572190326,0.0406029183679135,2,2.69560668569231e-05,1,9.49824157151595,0.0406050380430249,1,NA,1,9.25115730562215,0.0332874191138664,20,0.569457397804223,1,9.04883707513623,0.0317946104467421,20,1,1,1.37893078401945,14.9054949393352,1.13186236773834,11.9165663238369,1.3786368879846,14.9018446720843,1.58125101450537,17.474632390611
"RI",1,20,2.25,9.98895583724067,0.0552918036727018,7,0.273225676477573,1,12.4819046268938,0.134754194555798,3.7,8.13818034128722e-06,1,9.97535517694623,0.0546477564511553,14.84,0.479300666649296,1,11.1456137770717,0.108652703638004,2,2.69560668569231e-05,1,11.145631444129,0.1086542890349,1,NA,1,9.97436349495871,0.0546637114870415,20,0.569457397804223,1,9.0501502920946,0.0318525031035055,20,1,1,2.50754113193509,25.1398611370286,1.3362908498221,11.9893877228283,2.50654944994757,25.127420582882,3.4317543347992,37.9193076804136
"RI",1,50,0.5,9.29148938799929,0.0326929976627875,9.98,0.178972470518683,1,10.5872525178116,0.0537518120961161,3.54,-3.46292719105661e-05,1,9.38493946018561,0.0329950496621914,5.54,0.0205461678677618,1,9.50852258428351,0.0346554504038224,2,-2.79458370165056e-05,1,9.50849889581125,0.0346565974576858,1,NA,1,9.28248717865661,0.0325991367387524,50,0.565009465732287,1,9.07470243051699,0.0317995411869531,50,1,1,1.30476533915499,14.0562040543946,1.07872993352809,11.3448742847927,1.20231305762599,12.8110901804604,1.51255008729461,16.6677651292246
"RI",1,50,2.25,10.0485923203665,0.0442228724703064,10,0.177928757394788,1,12.4252443084051,0.0963375505086763,3.36,-2.65575754373852e-06,1,10.4833922320733,0.0568270616549973,6.92,0.0266771147741336,1,11.1834379655086,0.0768419664788077,2,-2.79458370165056e-05,1,11.183455371768,0.0768482099565784,1,NA,1,10.0330576498669,0.0438949782771448,50,0.565009465732287,1,9.08065674887569,0.0318610986550322,50,1,1,2.3921866585382,23.8430470751849,1.2418063428965,11.1039766727049,1.9418520763318,18.5231271838787,3.34458755952941,36.8320007244357
"RI",2,10,0.5,9.2313377726354,0.0377889031694281,6,0.399137388511064,1,9.47473257736431,0.0485951978702494,5.36,0.000125719503355587,1,9.22949328932704,0.03774583496881,9.42,0.553823776604325,1,9.46663568447478,0.0486532404584046,2,-3.44449317043508e-05,1,9.46672734761315,0.0486533689122624,1,NA,1,9.22943331011517,0.0377359486431459,10,0.574747545000269,1,9.04252606733501,0.0325964865006661,10,1,1,0.245299267249141,2.65779337698124,0.0080968928895313,0.0855308386147113,0.24523928803727,2.65712624029819,0.432206510029301,4.77970985995377
"RI",2,10,2.25,9.89611111139192,0.0712579322757163,6,0.400042200757435,1,10.999423253013,0.142687548753026,5.18,-5.4245486370439e-05,1,9.89077297737984,0.0707917921270002,9.42,0.563122089297481,1,10.9888127116183,0.142214191667908,2,-3.44449317043508e-05,1,10.9889488324494,0.142201914902467,1,NA,1,9.89102031290091,0.0708137060311298,10,0.574747545000269,1,9.0425240885082,0.0326598039417984,10,1,1,1.10840294011209,11.2061537136507,0.0106105413946995,0.0965576689052172,1.10865027563316,11.2089346117704,1.9568991645048,21.6410721757628
"RI",2,20,0.5,9.25891092808706,0.0330861858669286,7,0.262893231356436,1,9.51460035799916,0.0402933578714779,4.54,-2.07591755080937e-05,1,9.25671198701342,0.0330714072527208,14.06,0.448148504906819,1,9.50465642313264,0.0406909772996644,2,4.67707630030526e-05,1,9.50462303742796,0.040689516678842,1,NA,1,9.25622024173018,0.0331304337267284,20,0.569457397804223,1,9.05596925936307,0.0316050774922108,20,1,1,0.258380116268981,2.79142143900288,0.00994393486652001,0.104621718280296,0.257888370985741,2.78596083952425,0.45863109863609,5.06440653121594
"RI",2,20,2.25,9.98814242745899,0.0554309186414253,7,0.274521446264052,1,11.1610917770491,0.107852138049715,4.82,-9.15321740977142e-05,1,9.97770967733556,0.0547233889693734,14.78,0.48010995120316,1,11.1515266333004,0.107928887051435,2,4.67707630030526e-05,1,11.1514916816005,0.10793037338688,1,NA,1,9.9768443912245,0.0546769969299674,20,0.569457397804223,1,9.05731000249497,0.0316768842086939,20,1,1,1.1842473858246,11.8699594720175,0.00956514374870032,0.0857742985622911,1.18338209971354,11.860257894671,2.10378177455413,23.2274458307667
